SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,rainfall_mm
35602,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,22-05-2021 08:00,0
35603,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,23-05-2021 08:00,0
35604,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,24-05-2021 08:00,0
35605,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,25-05-2021 08:00,0
35606,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,26-05-2021 08:00,0
35607,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,27-05-2021 08:00,0
35608,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,28-05-2021 08:00,0
35609,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,29-05-2021 08:00,0
35610,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,30-05-2021 08:00,0
35611,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,31-05-2021 08:00,0
35612,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,1/6/2021 8:00,90.9
35613,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,2/6/2021 8:00,0
35614,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,3/6/2021 8:00,0
35615,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,4/6/2021 8:00,0
35616,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,5/6/2021 8:00,0
35617,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,6/6/2021 8:00,0
35618,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,7/6/2021 8:00,0
35619,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,8/6/2021 8:00,0
35620,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,9/6/2021 8:00,0
35621,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,10/6/2021 8:00,0
35622,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,11/6/2021 8:00,0
35623,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,12/6/2021 8:00,0
35624,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,13-06-2021 08:00,0
35625,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,14-06-2021 08:00,0
35626,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,15-06-2021 08:00,0
35627,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,16-06-2021 08:00,0
35628,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,17-06-2021 08:00,0
35629,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,18-06-2021 08:00,0
35630,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,19-06-2021 08:00,0
35631,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,20-06-2021 08:00,0
35632,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,21-06-2021 08:00,0
35633,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,22-06-2021 08:00,0
35634,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,23-06-2021 08:00,0
35635,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,24-06-2021 08:00,0
35636,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,25-06-2021 08:00,0
35637,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,26-06-2021 08:00,0
35638,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,27-06-2021 08:00,0
35639,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,28-06-2021 08:00,0
35640,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,29-06-2021 08:00,0
35641,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,30-06-2021 08:00,0
35642,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,1/8/2021 8:00,0
35643,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,2/8/2021 8:00,0
35644,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,3/8/2021 8:00,0
35645,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,4/8/2021 8:00,0
35646,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,5/8/2021 8:00,0
35647,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,6/8/2021 8:00,0
35648,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,7/8/2021 8:00,0
35649,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,8/8/2021 8:00,0
35650,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,9/8/2021 8:00,0
35651,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,10/8/2021 8:00,0
35652,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,11/8/2021 8:00,0
35653,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,12/8/2021 8:00,0
35654,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,13-08-2021 08:00,0
35655,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,14-08-2021 08:00,0
35656,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,15-08-2021 08:00,0
35657,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,16-08-2021 08:00,0
35658,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,17-08-2021 08:00,0
35659,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,18-08-2021 08:00,0
35660,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,19-08-2021 08:00,0
35661,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,20-08-2021 08:00,0
35662,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,21-08-2021 08:00,0
35663,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,22-08-2021 08:00,0
35664,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,23-08-2021 08:00,0
35665,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,24-08-2021 08:00,0
35666,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,25-08-2021 08:00,0
35667,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,26-08-2021 08:00,0
35668,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,27-08-2021 08:00,0
35669,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,28-08-2021 08:00,0
35670,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,29-08-2021 08:00,0
35671,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,30-08-2021 08:00,0
35672,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,31-08-2021 08:00,0
35673,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,1/9/2021 8:00,0
35674,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,2/9/2021 8:00,0
35675,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,3/9/2021 8:00,0
35676,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,4/9/2021 8:00,0
35677,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,5/9/2021 8:00,0
35678,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,6/9/2021 8:00,0
35679,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,7/9/2021 8:00,0
35680,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,8/9/2021 8:00,0
35681,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,9/9/2021 8:00,0
35682,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,10/9/2021 8:00,0
35683,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,11/9/2021 8:00,0
35684,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,12/9/2021 8:00,0
35685,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,13-09-2021 08:00,0
35686,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,14-09-2021 08:00,0
35687,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,15-09-2021 08:00,0
35688,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,16-09-2021 08:00,0
35689,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,17-09-2021 08:00,0
35690,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,18-09-2021 08:00,0
35691,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,19-09-2021 08:00,0
35692,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,20-09-2021 08:00,0
35693,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,21-09-2021 08:00,0
35694,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,22-09-2021 08:00,0
35695,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,23-09-2021 08:00,0
35696,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,24-09-2021 08:00,0
35697,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,25-09-2021 08:00,0
35698,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,26-09-2021 08:00,0
35699,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,27-09-2021 08:00,0
35700,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,28-09-2021 08:00,0
35701,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,29-09-2021 08:00,0
35702,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,30-09-2021 08:00,0
35703,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,1/10/2021 8:00,0
35704,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,2/10/2021 8:00,0
35705,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,3/10/2021 8:00,0
35706,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,4/10/2021 8:00,0
35707,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,5/10/2021 8:00,0
35708,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,6/10/2021 8:00,0
35709,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,7/10/2021 8:00,0
35710,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,8/10/2021 8:00,0
35711,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,9/10/2021 8:00,0
35712,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,10/10/2021 8:00,0
35713,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,11/10/2021 8:00,0
35714,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,12/10/2021 8:00,0
35715,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,13-10-2021 08:00,0
35716,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,14-10-2021 08:00,0
35717,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,15-10-2021 08:00,0
35718,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,16-10-2021 08:00,0
35719,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,17-10-2021 08:00,0
35720,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,18-10-2021 08:00,0
35721,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,19-10-2021 08:00,0
35722,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,20-10-2021 08:00,0
35723,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,21-10-2021 08:00,0
35724,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,22-10-2021 08:00,0
35725,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,23-10-2021 08:00,0
35726,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,24-10-2021 08:00,0
35727,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,25-10-2021 08:00,0
35728,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,26-10-2021 08:00,0
35729,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,27-10-2021 08:00,0
35730,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,28-10-2021 08:00,0
35731,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,29-10-2021 08:00,0
35732,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,30-10-2021 08:00,0
35733,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,31-10-2021 08:00,0
35734,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,1/11/2021 8:00,0
35735,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,2/11/2021 8:00,0
35736,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,3/11/2021 8:00,0
35737,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,4/11/2021 8:00,0
35738,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,5/11/2021 8:00,0
35739,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,6/11/2021 8:00,0
35740,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,7/11/2021 8:00,0
35741,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,8/11/2021 8:00,0
35742,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,9/11/2021 8:00,0
35743,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,10/11/2021 8:00,0
35744,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,11/11/2021 8:00,0
35745,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,12/11/2021 8:00,0
